Title	Subtitle	Description	Version	Official Type	Full Example
Virtualization	Openschemas specification to describe Virtualization technology	This Virtualization profile specification presents a an abstract representation of virtualization used in a computational environment.	0.0.1	https://schema.org/Thing	https://github.com/openschemas/spec-virtualization
					g
